idPrestamo,target,monthly_debt_capacity,var_employment_time_in_months,approved_amount,approved_term,approved_interest_amount,var_net_income,person_gender,credit_history_marital_status,var_max_sbs_qual_12m,person_degree_type_desc,default_request_term,default_request_amount
LIBDISP5575964631,1,466.59,51.0,"1,000",3,84.99,2340.1466666666665,MALE,S,NORMAL,Secundaria,1,0
LIBDISP4211286451,0,477.17,15.0,"1,000",3,84.99,1908.6666666666665,MALE,S,NORMAL,Universitaria,0,0
LIBDISP0941161836,0,464.46,26.0,"1,000",3,84.99,1857.858333333333,MALE,S,NORMAL,Secundaria,0,0
LIBDISP1892495789,0,581.87,7.0,"1,400",3,120.86,2566.048333333333,MALE,S,NORMAL,Secundaria,1,0
LIBDISP6479937525,0,251.59,,"1,200",6,221.44,1449.0,MALE,S,CPP,Secundaria,1,0
LIBDISP9743197286,0,707.59,76.0,"2,000",6,290.75,2922.121666666667,MALE,S,NORMAL,Universitaria,1,0
LIBDISP9507673797,0,432.28,76.0,"2,100",6,304.59,2538.69,FEMALE,S,NORMAL,Universitaria,1,0
LIBDISP6858637617,0,905,11.0,"2,500",6,344.9,3339.1583333333333,MALE,S,NORMAL,Universitaria,1,0
LIBDISP9311448875,0,600,11.0,"3,000",6,429.8,2260.4166666666665,FEMALE,S,CPP,Universitaria,1,0
LIBDISP9893481679,1,459.62,,"2,400",6,351.59,1993.868333333333,MALE,S,CPP,Universitaria,1,0
LIBDISP6191225549,0,"1,181.08",5.0,"3,000",6,429.99,4724.33,FEMALE,S,NORMAL,Universitaria,1,0
LIBDISP7591377679,0,435.3,21.0,"1,500",6,221.53,2136.1316666666667,MALE,S,NORMAL,Carrera T̩cnica,0,0
LIBDISP4621528482,0,427.64,26.0,"4,000",12,"1,109.56",1458.625,MALE,S,NORMAL,Secundaria,0,0
LIBDISP6221604003,0,895,76.0,"2,500",6,344.9,2983.325,MALE,C,NORMAL,Carrera T̩cnica,0,0
LIBDISP0981055154,0,732.77,77.0,"1,500",6,221.53,3052.356666666666,MALE,S,NORMAL,Universitaria,0,0
LIBDISP4091792189,0,648.59,9.0,"5,000",12,"1,515.2",2297.155,FEMALE,S,NORMAL,Carrera T̩cnica,0,0
LIBDISP9093945124,0,422.4,77.0,"1,500",6,221.53,2854.483333333333,FEMALE,S,NORMAL,Universitaria,1,0
LIBDISP9326669231,1,492.73,3.0,"2,400",6,345.96,2456.615,MALE,S,NORMAL,Carrera T̩cnica,1,0
LIBDISP4127885049,0,384.56,4.0,"1,000",6,152.32,1538.25,MALE,S,NORMAL,Universitaria,0,0
LIBDISP3585779433,0,450.38,8.0,"1,500",6,281.39,2594.97,FEMALE,S,CPP,Carrera T̩cnica,1,0
LIBDISP1571226783,1,470.42,48.0,"2,300",6,332.28,2650.0,MALE,S,CPP,Universitaria,1,0
LIBDISP9918523296,0,596.37,40.0,"1,000",3,88.14,2385.483333333333,MALE,S,NORMAL,Carrera T̩cnica,1,0
LIBDISP2737892743,0,700.03,39.0,"2,500",6,360.78,3079.4,MALE,S,NORMAL,Universitaria,1,0
LIBDISP5030020288,1,814.37,7.0,"2,500",6,344.9,2714.565,MALE,C,NORMAL,Carrera T̩cnica,0,0
LIBDISP9050193670,0,457.32,21.0,"1,000",3,84.99,2427.693333333333,MALE,S,NORMAL,Carrera T̩cnica,0,0
LIBDISP9942262487,0,495.95,25.0,"2,500",6,360.78,4844.333333333333,MALE,S,NORMAL,Secundaria,0,0
LIBDISP9264013249,0,598.95,5.0,"1,000",3,84.99,2459.741666666667,MALE,S,NORMAL,Universitaria,0,0
LIBDISP0341773724,0,521.15,10.0,"1,500",6,221.53,2209.608333333333,MALE,S,NORMAL,Universitaria,1,0
LIBDISP8466875943,1,651.03,59.0,"1,500",6,221.53,4482.9366666666665,MALE,S,NORMAL,Carrera T̩cnica,1,0
LIBDISP9967034769,1,"1,023.32",12.0,"3,000",6,429.99,4120.975,MALE,S,NORMAL,Postgrado,0,0
LIBDISP8535203146,0,305.94,15.0,"1,800",10,475.47,1050.0,MALE,S,NORMAL,Universitaria,0,0
LIBDISP5327737088,0,225.21,73.0,"1,000",6,240.92,2221.333333333333,MALE,S,CPP,Carrera T̩cnica,0,0
LIBDISP0584566448,0,"1,026.36",77.0,"1,000",6,144.32,3709.225,MALE,S,NORMAL,Universitaria,1,0
LIBDISP0382039493,0,257.2,13.0,"1,000",6,240.92,1059.625,MALE,S,NORMAL,Secundaria,1,0
LIBDISP7704621647,0,361.37,4.0,"1,500",6,281.39,1211.875,MALE,S,NORMAL,Universitaria,1,0
LIBDISP7645427512,0,729.2,19.0,"5,000",12,"1,332.38",2690.333333333333,MALE,S,NORMAL,Universitaria,0,0
LIBDISP8822138143,1,288.34,,"1,500",6,219.75,1575.0,MALE,S,NORMAL,Universitaria,0,0
LIBDISP9576124019,0,384.98,22.0,900,3,78.01,2489.25,FEMALE,S,NORMAL,Carrera T̩cnica,1,0
LIBDISP9146605632,0,293.9,12.0,"1,500",6,174.8,5605.86984,MALE,S,CPP,Postgrado,1,0
LIBDISP4261002864,0,454.69,12.0,"1,000",3,84.99,1818.775,MALE,S,NORMAL,Carrera T̩cnica,0,0
LIBDISP2901999617,1,335.4,,"3,100",12,805.7,1474.375,FEMALE,S,NORMAL,Carrera T̩cnica,0,0
LIBDISP3145852179,0,633.5,18.0,"3,000",6,429.8,2534.0,FEMALE,C,NORMAL,Universitaria,1,0
LIBDISP6057253594,1,263.85,4.0,"1,200",6,179.92,1465.625,MALE,S,NORMAL,Carrera T̩cnica,1,0
LIBDISP4274355695,0,405.23,8.0,"1,000",3,84.99,2302.6266666666666,MALE,S,NORMAL,Universitaria,1,0
LIBDISP0118064819,0,400.95,38.0,"1,500",6,219.75,2377.6666666666665,FEMALE,S,NORMAL,Carrera T̩cnica,1,0
LIBDISP0661025050,0,530,0.0,"2,500",6,344.9,0.0,MALE,C,NORMAL,Carrera T̩cnica,1,0
LIBDISP5643313784,0,373.64,35.0,"1,200",4,127.01,2546.5066666666667,MALE,S,NORMAL,Carrera T̩cnica,0,0
LIBDISP3267413499,1,685.63,82.0,"1,500",3,130.42,3009.6566666666668,FEMALE,S,NORMAL,Universitaria,0,0
LIBDISP2758529758,1,529.92,21.0,"2,000",6,277.51,2895.13,MALE,C,NORMAL,Universitaria,1,0
LIBDISP7014786970,0,450,,"1,000",3,91.34,4869.0,FEMALE,S,NORMAL,Universitaria,1,0
LIBDISP7816341053,0,532.05,64.0,"1,000",3,84.99,2357.3433333333332,MALE,S,CPP,Carrera T̩cnica,1,0
LIBDISP7325909342,1,594.06,42.0,"3,000",6,525.83,3532.731666666666,MALE,S,NORMAL,Universitaria,0,0
LIBDISP5225005409,0,"1,025.13",33.0,"1,500",6,210.12,3566.07,MALE,S,NORMAL,Universitaria,1,0
LIBDISP6851697881,0,451.92,,"2,300",6,336.94,1975.108333333333,MALE,C,NORMAL,Carrera T̩cnica,1,0
LIBDISP5779835107,0,514.17,35.0,"1,000",3,84.99,2056.665,MALE,S,NORMAL,Carrera T̩cnica,1,0
LIBDISP9466721227,1,358.07,9.0,"3,300",12,915.39,1269.625,FEMALE,C,NORMAL,Universitaria,0,0
LIBDISP1846262578,0,257.44,8.0,"1,200",6,289.11,1050.0,MALE,S,NORMAL,Carrera T̩cnica,1,0
LIBDISP4884968483,0,375.34,56.0,"1,500",6,221.53,2444.108333333333,MALE,S,NORMAL,Postgrado,0,0
LIBDISP5495807577,1,597.11,,"3,000",6,410.93,2506.641666666667,MALE,S,NORMAL,Universitaria,1,0
LIBDISP1022811638,0,600,,"3,000",6,393.39,3990.333333333333,FEMALE,S,PERDIDA,Universitaria,0,0
LIBDISP4711874721,0,721.05,87.0,"1,500",3,130.42,2884.186666666666,MALE,C,NORMAL,Secundaria,1,0
LIBDISP1453295129,0,"1,123.03",7.0,"1,000",3,76.69,4181.9383333333335,MALE,S,NORMAL,Universitaria,0,0
LIBDISP8089067868,1,520,,"5,000",12,"1,169.82",4224.471666666666,MALE,S,NORMAL,Universitaria,0,0
LIBDISP2474892458,0,527.98,12.0,"2,500",6,360.78,3709.225,MALE,S,NORMAL,Universitaria,1,0
LIBDISP3781123976,0,462.07,,"2,400",6,351.59,2065.0,FEMALE,S,NORMAL,Universitaria,0,0
LIBDISP1113421025,0,500.62,10.0,"1,000",6,152.32,2002.466666666667,FEMALE,S,NORMAL,Secundaria,0,0
LIBDISP5798956116,0,420.38,4.0,"2,200",6,287.88,3990.333333333333,MALE,S,NORMAL,Universitaria,1,0
LIBDISP9504421371,0,850,0.0,"8,000",12,"2,131.81",0.0,FEMALE,S,NORMAL,Universitaria,0,0
LIBDISP2977972778,0,"1,217.87",65.0,"6,000",12,"1,225",14219.325,MALE,C,NORMAL,Postgrado,0,0
LIBDISP5546536719,0,674.95,12.0,"1,000",6,152.32,2807.7899999999995,MALE,C,NORMAL,Carrera T̩cnica,1,0
LIBDISP0119528660,0,312.47,22.0,"1,500",6,221.53,3990.333333333333,MALE,S,NORMAL,Universitaria,1,0
LIBDISP9007057014,0,512.28,49.0,"1,500",6,221.53,2087.668333333333,MALE,C,NORMAL,Secundaria,1,0
LIBDISP8071935508,0,455.03,74.0,"1,500",6,209.93,2666.1016666666665,MALE,C,NORMAL,Universitaria,1,0
LIBDISP3177247801,1,608.15,35.0,"5,000",12,"1,515.2",2104.083333333333,MALE,S,NORMAL,Universitaria,0,0
LIBDISP5413191483,0,"1,114.95",5.0,500,1,23.05,2556.668333333333,MALE,S,NORMAL,Universitaria,0,0
LIBDISP2334569182,0,291.74,72.0,"1,500",6,245.23,1311.625,FEMALE,S,NORMAL,Secundaria,1,0
LIBDISP6357319010,0,543.11,76.0,"2,500",6,344.9,3267.991666666667,MALE,S,NORMAL,Secundaria,1,0
LIBDISP3481328820,1,407.02,50.0,"2,100",6,312.41,1364.125,MALE,C,NORMAL,Secundaria,1,0
LIBDISP8035541597,0,482.15,34.0,"3,000",12,920.18,3087.94,FEMALE,S,NORMAL,Universitaria,0,0
LIBDISP4048379874,0,530.59,5.0,"1,000",3,84.99,2221.333333333333,MALE,S,NORMAL,Carrera T̩cnica,1,0
LIBDISP9684260858,0,290,7.0,"1,400",6,337.29,1221.5,MALE,S,NORMAL,Carrera T̩cnica,1,0
LIBDISP7169024679,0,150.65,,700,6,129.17,2377.6666666666665,FEMALE,S,CPP,Universitaria,1,0
LIBDISP0842523964,0,900.76,19.0,"2,500",6,344.9,3002.54,MALE,S,NORMAL,Universitaria,1,0
LIBDISP2708120371,1,750,0.0,"5,000",12,"1,515.2",0.0,FEMALE,S,CPP,Universitaria,0,0
LIBDISP2846851836,0,944.03,24.0,"1,000",5,129.76,3776.121666666667,MALE,S,NORMAL,Universitaria,0,0
LIBDISP9600464692,1,477.55,,700,3,65.14,1689.625,FEMALE,S,NORMAL,Carrera T̩cnica,0,0
LIBDISP2646731750,0,522.24,28.0,"1,500",6,221.53,2238.61,MALE,S,NORMAL,Secundaria,1,0
LIBDISP2987399631,0,383.92,77.0,"1,500",6,221.53,2405.025,MALE,S,CPP,Carrera T̩cnica,1,0
LIBDISP5715639707,1,590.97,11.0,"5,000",12,"1,515.2",4721.926666666666,MALE,S,NORMAL,Universitaria,0,0
LIBDISP2247480546,0,649.89,57.0,"2,500",6,360.78,2922.833333333333,FEMALE,S,CPP,Universitaria,0,0
LIBDISP7431218242,0,754.35,,"7,600",12,"1,433.18",2940.625,FEMALE,C,NORMAL,Universitaria,0,0
LIBDISP3635456478,0,530.71,64.0,"1,500",6,221.53,2122.843333333333,MALE,S,NORMAL,Universitaria,0,0
LIBDISP0457567548,0,564.51,24.0,"1,400",3,120.86,2262.7616666666668,MALE,C,NORMAL,Carrera T̩cnica,1,0
LIBDISP7296455597,0,563.48,6.0,"1,000",3,88.14,2324.5133333333333,MALE,S,NORMAL,Universitaria,0,0
LIBDISP6384018408,0,956.36,23.0,"1,700",5,180.29,4301.833333333334,FEMALE,S,NORMAL,Universitaria,0,0
LIBDISP0136776026,1,460.46,63.0,"2,300",6,431.46,2032.17,MALE,S,NORMAL,Carrera T̩cnica,0,0
LIBDISP6139458180,1,210,2.0,"1,000",6,240.92,1065.75,MALE,S,NORMAL,Carrera T̩cnica,1,0
LIBDISP2633761372,0,464.16,42.0,"2,300",6,332.28,3278.666666666666,FEMALE,S,NORMAL,Carrera T̩cnica,1,0
LIBDISP0324274194,0,707.79,13.0,"2,500",6,360.78,2941.336666666666,MALE,C,NORMAL,Universitaria,0,0
LIBDISP2421708179,0,525.62,51.0,"2,500",6,344.9,3209.635,MALE,S,NORMAL,Universitaria,0,0
LIBDISP2158713498,0,"1,774.74",13.0,"1,200",7,189.66,5979.4416666666675,MALE,C,NORMAL,Universitaria,0,0
LIBDISP8173229101,0,381.76,12.0,"1,900",6,276.9,2575.0,MALE,S,CPP,Universitaria,0,0
LIBDISP2236466571,0,632.41,75.0,"1,500",6,221.53,3391.8216666666667,FEMALE,S,NORMAL,Universitaria,1,0
LIBDISP3872114362,1,577.78,72.0,"2,900",6,508.3,2602.005,MALE,S,CPP,Universitaria,1,0
LIBDISP6905976009,1,460.86,,"2,400",6,351.59,2494.9166666666665,FEMALE,S,NORMAL,Carrera T̩cnica,0,0
LIBDISP5868870971,0,715.08,35.0,"2,500",6,344.9,2484.978333333333,FEMALE,S,NORMAL,Carrera T̩cnica,1,0
LIBDISP9340857855,1,302.98,4.0,"1,500",6,281.39,1112.125,MALE,S,NORMAL,Carrera T̩cnica,0,0
LIBDISP2896358043,1,588.95,11.0,"1,500",6,221.53,2355.78,MALE,C,NORMAL,Secundaria,1,0
LIBDISP4308881913,1,605.88,5.0,"1,500",6,221.53,2444.108333333333,MALE,S,NORMAL,Carrera T̩cnica,0,0
LIBDISP2521988164,0,673.22,12.0,"1,300",3,108.29,4113.835,FEMALE,C,NORMAL,Universitaria,0,0
LIBDISP8342212464,0,223.78,73.0,"1,000",6,240.92,2405.025,MALE,S,CPP,Universitaria,0,0
LIBDISP3748597697,1,634.25,11.0,"1,000",6,216.34,2235.403333333333,MALE,S,NORMAL,Carrera T̩cnica,1,0
LIBDISP2837775871,0,284.01,58.0,"1,300",6,193.84,5559.5583333333325,FEMALE,C,NORMAL,Carrera T̩cnica,0,0
LIBDISP1844023700,1,270.42,16.0,"1,300",6,193.84,2570.7383333333332,MALE,D,NORMAL,Universitaria,1,0
LIBDISP5850343885,1,824.79,27.0,"3,000",6,429.8,3362.643333333333,MALE,S,NORMAL,Carrera T̩cnica,0,0
LIBDISP0366017184,0,388.94,11.0,"1,500",6,221.53,1555.75,MALE,S,NORMAL,Carrera T̩cnica,1,0
LIBDISP2390903525,0,437.19,49.0,"1,000",3,88.14,1903.195,FEMALE,S,NORMAL,Secundaria,0,0
LIBDISP2306723548,1,759.37,7.0,"2,500",6,360.78,3617.3716666666655,MALE,S,NORMAL,Universitaria,1,0
LIBDISP7967476405,0,525.46,5.0,"2,500",6,344.9,2221.333333333333,MALE,S,NORMAL,Carrera T̩cnica,1,0
LIBDISP8836545041,0,460.79,48.0,"1,000",3,91.9,1899.75,FEMALE,S,NORMAL,Carrera T̩cnica,1,0
LIBDISP8503206532,0,225,77.0,"1,000",6,152.32,1850.0416666666665,FEMALE,S,CPP,Secundaria,1,0
LIBDISP3360357092,0,441.29,24.0,"1,100",3,96.2,2922.833333333333,MALE,S,CPP,Universitaria,0,0
LIBDISP0416845031,1,447.31,5.0,"1,500",6,221.53,1912.575,MALE,S,NORMAL,Carrera T̩cnica,1,0
LIBDISP8815520318,1,348.04,71.0,"1,700",6,318.91,2083.76,MALE,C,CPP,Secundaria,1,0
LIBDISP3511704446,1,383.12,,"3,100",10,636.88,1313.375,FEMALE,S,NORMAL,Universitaria,0,0
LIBDISP5463815746,0,611.9,62.0,"2,500",6,360.78,2600.4416666666666,MALE,S,NORMAL,Carrera T̩cnica,0,0
LIBDISP1082682086,1,236,17.0,"1,100",6,166.16,2796.64,FEMALE,S,NORMAL,Universitaria,1,0
LIBDISP7516153866,0,650.5,66.0,"1,500",6,221.53,2602.005,MALE,C,NORMAL,Carrera T̩cnica,1,0
LIBDISP6186257422,0,735.19,27.0,"2,500",6,360.78,3481.491666666667,FEMALE,S,NORMAL,Universitaria,1,0
LIBDISP3970586603,0,708.56,9.0,"3,000",6,525.83,2919.275,FEMALE,S,NORMAL,Universitaria,0,0
LIBDISP8482740811,0,925.1,38.0,"1,500",6,210.12,3083.67,FEMALE,S,NORMAL,Universitaria,1,0
LIBDISP3863540062,1,"1,250.17",15.0,"3,000",6,429.99,5000.67,MALE,S,NORMAL,Carrera T̩cnica,0,0
LIBDISP7297856313,1,609.56,27.0,"2,500",6,360.78,2522.275,MALE,S,NORMAL,Secundaria,1,0
LIBDISP6689286313,0,340,,500,2,34.87,2450.0,MALE,S,NORMAL,Secundaria,0,0
LIBDISP1143368001,0,516.93,66.0,"1,000",3,84.99,2452.7066666666665,FEMALE,S,NORMAL,Universitaria,0,0
LIBDISP9765052485,0,904.23,,"7,000",12,"1,572.86",3136.333333333333,MALE,C,NORMAL,Universitaria,0,0
LIBDISP2893618140,0,196.26,71.0,"1,700",12,537.94,1312.5,MALE,S,CPP,Universitaria,0,0
LIBDISP5214638185,1,582.11,11.0,"1,400",3,120.86,2367.505,MALE,S,NORMAL,Secundaria,0,0
LIBDISP7128855256,0,597,,"5,800",12,"1,356.99",2082.1966666666667,MALE,S,NORMAL,Secundaria,0,0
LIBDISP5146709627,1,783.42,73.0,"5,000",12,"1,515.2",2611.385,MALE,S,NORMAL,Carrera T̩cnica,0,0
LIBDISP6014898853,0,486.66,12.0,"1,000",3,84.99,1946.64,MALE,S,NORMAL,Universitaria,1,0
LIBDISP1995870356,1,567.62,15.0,"1,500",6,281.39,2347.963333333333,MALE,S,NORMAL,Universitaria,1,0
LIBDISP2149463119,0,362.15,18.0,800,3,70.04,2822.435,FEMALE,S,NORMAL,Carrera T̩cnica,1,0
LIBDISP9952588772,1,636.05,6.0,"3,000",6,525.83,2600.4416666666666,FEMALE,S,NORMAL,Universitaria,1,0
LIBDISP6835735868,1,523.19,,"4,900",12,"1,273.52",1779.6916666666666,MALE,C,DEFICIENTE,Carrera T̩cnica,0,0
LIBDISP3045209341,0,282.23,35.0,"1,000",6,152.32,1662.5,FEMALE,S,NORMAL,Universitaria,0,0
LIBDISP1189036771,0,450,0.0,"2,000",6,290.75,0.0,FEMALE,C,NORMAL,Carrera T̩cnica,0,0
LIBDISP0506893547,0,220.87,12.0,"1,000",6,240.92,1309.0,FEMALE,S,CPP,Universitaria,1,0
LIBDISP0510598763,0,283.05,41.0,"1,300",6,313.2,1271.375,FEMALE,S,NORMAL,Carrera T̩cnica,0,0
LIBDISP7488219458,0,454.69,,"2,300",6,336.94,1818.775,FEMALE,S,NORMAL,Universitaria,1,0
LIBDISP7983134289,0,708.17,77.0,"2,500",6,360.78,2994.0,FEMALE,C,NORMAL,Carrera T̩cnica,0,0
LIBDISP3016205533,0,532.86,77.0,"1,500",6,221.53,2131.4416666666666,FEMALE,S,NORMAL,Universitaria,0,0
LIBDISP7435821494,1,221.88,28.0,"1,000",6,240.92,1058.75,FEMALE,S,NORMAL,Universitaria,1,0
LIBDISP8961583451,1,428.27,71.0,"3,900",12,"1,196.23",1523.375,FEMALE,C,CPP,Universitaria,0,0
LIBDISP2895634948,1,450,0.0,"4,100",12,"1,257.58",0.0,MALE,S,CPP,Universitaria,0,0
LIBDISP8763778730,0,268.1,17.0,600,3,54.44,2383.92,MALE,S,NORMAL,Universitaria,1,0
LIBDISP8832504838,0,537.73,51.0,"2,500",6,360.78,3535.578333333333,MALE,S,DEFICIENTE,Universitaria,0,0
LIBDISP6999130696,1,484.84,,"4,600",12,"1,129.14",1616.125,FEMALE,V,NORMAL,Carrera T̩cnica,0,0
LIBDISP7160666124,1,453.33,31.0,"1,000",3,88.14,1813.303333333333,FEMALE,C,NORMAL,Universitaria,1,0
LIBDISP9354304842,0,736.4,65.0,"1,500",3,130.42,2945.606666666666,MALE,S,NORMAL,Universitaria,1,0
LIBDISP3498243341,0,454.69,77.0,"1,000",3,84.99,1818.775,MALE,S,NORMAL,Secundaria,1,0
LIBDISP6935638637,1,789.36,59.0,"3,000",6,429.8,3278.666666666666,FEMALE,S,NORMAL,Universitaria,1,0
LIBDISP0767413481,0,812.48,5.0,"2,500",6,360.78,3278.666666666666,MALE,S,NORMAL,Universitaria,1,0
LIBDISP3303183178,1,420.55,17.0,"3,800",12,"1,165.56",1684.375,FEMALE,C,NORMAL,Carrera T̩cnica,0,0
LIBDISP6555379640,0,"1,125.05",77.0,"1,500",6,187.43,4225.183333333333,MALE,S,NORMAL,Carrera T̩cnica,1,0
LIBDISP5193474606,0,431.25,81.0,"1,100",3,87.5,3731.771666666666,FEMALE,S,CPP,Universitaria,1,0
LIBDISP0737953797,1,834.79,22.0,"3,000",6,525.83,3339.1583333333333,MALE,C,NORMAL,Carrera T̩cnica,0,0
LIBDISP2098282956,0,391,0.0,900,3,79.89,5760.0,MALE,S,NORMAL,Universitaria,1,0
LIBDISP2812672819,1,318.84,,"2,600",10,565.27,1124.375,FEMALE,S,NORMAL,Carrera T̩cnica,0,0
LIBDISP4569917927,0,464.74,53.0,"1,000",3,88.14,2288.67,FEMALE,S,NORMAL,Postgrado,1,0
LIBDISP4611727919,1,321.28,73.0,"1,600",6,300.15,1617.0,MALE,S,NORMAL,Secundaria,0,0
LIBDISP0106701897,0,613.97,12.0,"2,500",6,360.78,2762.67,MALE,S,NORMAL,Universitaria,1,0
LIBDISP5823587053,0,587.81,11.0,"2,500",6,344.9,2534.6,MALE,S,NORMAL,Carrera T̩cnica,1,0
LIBDISP3945939828,0,450,35.0,"1,100",3,98.18,2763.028333333333,MALE,C,CPP,Carrera T̩cnica,0,0
LIBDISP1419429384,0,394.32,,"3,700",12,908.22,1649.375,MALE,C,NORMAL,Carrera T̩cnica,0,0
LIBDISP9152098100,0,476.46,,"2,500",6,342.44,2209.608333333333,FEMALE,C,NORMAL,Carrera T̩cnica,0,0
LIBDISP1768377880,1,556.45,71.0,"1,500",6,219.75,2260.4166666666665,MALE,C,NORMAL,Carrera T̩cnica,1,0
LIBDISP4859820192,1,486.54,20.0,"4,400",12,"1,349.59",1803.9233333333327,FEMALE,S,NORMAL,Universitaria,0,0
LIBDISP4148402701,1,323.45,71.0,"2,900",12,889.51,4618.735,FEMALE,S,NORMAL,Carrera T̩cnica,0,0
LIBDISP1122941554,1,204.83,71.0,"1,900",12,545.27,1388.625,FEMALE,S,NORMAL,Universitaria,0,0
LIBDISP8160263198,0,552.4,74.0,"2,800",6,402.13,2209.608333333333,MALE,S,NORMAL,Carrera T̩cnica,1,0
LIBDISP2742014603,0,498.93,42.0,"4,500",12,"1,380.27",2143.1666666666665,MALE,S,NORMAL,Universitaria,0,0
LIBDISP0924477029,0,739.31,76.0,"3,900",6,431.67,6717.5583333333325,FEMALE,S,NORMAL,Universitaria,1,0
LIBDISP4940420885,1,488.38,,"4,700",12,"1,153.68",1638.875,MALE,S,NORMAL,Universitaria,0,0
LIBDISP8346109201,0,415.63,30.0,"1,000",3,91.9,1662.5,MALE,S,NORMAL,Universitaria,1,0
LIBDISP0606857687,0,428.7,18.0,"2,100",6,304.59,2907.1766666666667,MALE,S,CPP,Universitaria,1,0
LIBDISP8951734753,1,486.82,75.0,"1,000",3,84.99,1975.108333333333,MALE,S,NORMAL,Universitaria,1,0
LIBDISP5299430451,1,339.25,34.0,"1,500",6,281.39,1365.875,MALE,C,NORMAL,Universitaria,1,0
LIBDISP6608290450,0,264.8,37.0,"1,200",6,289.11,1819.5566666666668,FEMALE,C,NORMAL,Universitaria,0,0
LIBDISP8951039970,0,566.39,0.0,"1,000",3,91.15,1812.5,FEMALE,S,NORMAL,Carrera T̩cnica,0,0
LIBDISP6586902050,0,750,0.0,"5,000",12,"1,515.2",0.0,MALE,C,NORMAL,Universitaria,0,0
LIBDISP8010930246,0,249.39,54.0,"2,200",12,696.15,2518.366666666667,MALE,S,NORMAL,Carrera T̩cnica,0,0
LIBDISP3358192570,0,534.78,17.0,"2,700",6,473.25,2768.5,MALE,S,NORMAL,Universitaria,0,0
LIBDISP9521137844,0,783.16,9.0,"2,500",6,344.9,2741.923333333333,MALE,S,NORMAL,Universitaria,1,0
LIBDISP7882292011,1,720.75,70.0,"2,500",6,360.78,3161.241666666667,MALE,S,NORMAL,Universitaria,1,0
LIBDISP6499557566,1,500,3.0,"4,500",12,"1,380.27",4050.825,MALE,C,NORMAL,Universitaria,1,0
LIBDISP0696408757,1,333.82,12.0,"1,600",6,300.15,1550.5,FEMALE,S,NORMAL,Universitaria,1,0
LIBDISP6042500007,0,370,,500,2,34.87,3812.5,MALE,S,NORMAL,Carrera T̩cnica,0,0
LIBDISP3633220127,0,489.83,25.0,"4,400",12,"1,349.59",1632.75,FEMALE,S,NORMAL,Carrera T̩cnica,1,0
LIBDISP9901674025,1,689.71,9.0,"2,500",6,360.78,2961.2633333333333,FEMALE,S,NORMAL,Secundaria,1,0
LIBDISP5888002722,0,251.63,52.0,"1,200",6,171.28,2670.01,MALE,S,NORMAL,Universitaria,0,0
LIBDISP9788778935,0,322.38,15.0,"1,600",6,223.6,2627.49,FEMALE,S,NORMAL,Universitaria,1,0
LIBDISP7827950331,0,422.86,30.0,"2,100",6,304.59,5096.1033333333335,FEMALE,S,CPP,Universitaria,1,0
LIBDISP3472482209,1,304.59,81.0,700,3,62.4,2143.1666666666665,MALE,S,NORMAL,Universitaria,0,0
LIBDISP4366764947,0,378.62,24.0,"1,500",6,221.53,1634.5,FEMALE,S,NORMAL,Carrera T̩cnica,1,0
LIBDISP5540400505,1,255.41,8.0,"1,200",6,289.11,1150.625,FEMALE,S,DEFICIENTE,Universitaria,0,0
LIBDISP6059543173,1,628.1,18.0,"2,500",6,360.78,2819.025,MALE,S,NORMAL,Carrera T̩cnica,1,0
LIBDISP5682097561,0,601.43,33.0,"2,500",6,360.78,2516.8033333333333,FEMALE,S,NORMAL,Carrera T̩cnica,0,0
LIBDISP5243387479,0,390.17,5.0,"1,500",6,221.53,1606.5,MALE,S,NORMAL,Secundaria,0,0
LIBDISP0000647496,1,287.88,5.0,"2,600",12,797.49,1076.25,MALE,S,NORMAL,Universitaria,0,0
LIBDISP0757261124,0,218.88,11.0,"1,000",6,152.32,3563.333333333333,MALE,S,NORMAL,Universitaria,1,0
LIBDISP5182155386,0,"4,538",84.0,600,1,27.64,10084.441666666666,MALE,S,NORMAL,Universitaria,0,0
LIBDISP9632674582,0,636.49,14.0,"1,500",6,281.39,2903.6183333333333,MALE,C,NORMAL,Carrera T̩cnica,1,0
LIBDISP4809640214,0,266.28,54.0,"1,200",6,289.11,1487.5,MALE,S,DEFICIENTE,Carrera T̩cnica,1,0
LIBDISP8203163052,1,445.06,,"3,000",12,779.71,1512.0,MALE,S,NORMAL,Carrera T̩cnica,0,0
LIBDISP6101256656,0,651.67,15.0,"1,000",3,88.14,2606.695,MALE,S,NORMAL,Carrera T̩cnica,0,0
LIBDISP6090922030,0,377.42,37.0,"1,900",6,356.42,1709.75,FEMALE,S,NORMAL,Universitaria,1,0
LIBDISP5694279673,0,430,0.0,"1,000",3,91.9,0.0,FEMALE,S,NORMAL,Universitaria,0,0
LIBDISP0591883999,1,553.97,5.0,"1,300",3,112.89,2215.8616666666667,MALE,S,NORMAL,Universitaria,1,0
